"TIME","GEO","AIRPOL","NACE_R2","UNIT","Value"
"2011","Austria","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","1,310.68824"
"2011","Austria","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","73.51273"
"2011","Austria","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","264.10403"
"2011","Poland","Carbon dioxide","Total - all NACE activities","Thousand tonnes","290,900.771"
"2011","Poland","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","44,008.31011"
"2011","Poland","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","19,627.51825"
"2011","Poland","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","7,046.73342"
"2011","Poland","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","14.59448"
"2011","Poland","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","39.0207"
"2011","Portugal","Carbon dioxide","Total - all NACE activities","Thousand tonnes","43,247"
"2011","Portugal","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","11,752.15"
"2011","Portugal","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","2,975.0234"
"2011","Portugal","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","1,097.7724"
"2011","Portugal","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","9.0455"
"2011","Portugal","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","28.969"
"2011","Romania","Carbon dioxide","Total - all NACE activities","Thousand tonnes","77,903.112"
"2011","Romania","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","28,496.21763"
"2011","Romania","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","7,647.52338"
"2011","Romania","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","1,092.14002"
"2011","Romania","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","12.7156"
"2011","Romania","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","47.8325"
"2011","Slovenia","Carbon dioxide","Total - all NACE activities","Thousand tonnes","13,903.479"
"2011","Slovenia","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","2,005.12744"
"2011","Slovenia","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","731.1146"
"2011","Slovenia","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","137.22892"
"2011","Slovenia","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","20.15741"
"2011","Slovenia","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","18.18142"
"2011","Slovakia","Carbon dioxide","Total - all NACE activities","Thousand tonnes","35,692.398"
"2011","Slovakia","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","4,512.93892"
"2011","Slovakia","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","2,343.77227"
"2011","Slovakia","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","525.31239"
"2011","Slovakia","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","20.10596"
"2011","Slovakia","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","20.80181"
"2011","Finland","Carbon dioxide","Total - all NACE activities","Thousand tonnes","54,091.832"
"2011","Finland","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","5,022.48643"
"2011","Finland","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","4,531.1423"
"2011","Finland","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","1,069.3902"
"2011","Finland","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","2.28548"
"2011","Finland","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","23.67411"
"2011","Sweden","Carbon dioxide","Total - all NACE activities","Thousand tonnes","47,389.652"
"2011","Sweden","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","5,082.80027"
"2011","Sweden","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","4,913.89194"
"2011","Sweden","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","669.79294"
"2011","Sweden","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","215.24731"
"2011","Sweden","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","54.24704"
"2011","United Kingdom","Carbon dioxide","Total - all NACE activities","Thousand tonnes","392,958.844"
"2011","United Kingdom","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","63,697.79441"
"2011","United Kingdom","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","21,227.26224"
"2011","United Kingdom","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","11,127.27456"
"2011","United Kingdom","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","416.89266"
"2011","United Kingdom","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","607.54427"
"2011","Norway","Carbon dioxide","Total - all NACE activities","Thousand tonnes","50,801.81"
"2011","Norway","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","4,986.62863"
"2011","Norway","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","2,601.1698"
"2011","Norway","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","859.29743"
"2011","Norway","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","262.6393"
"2011","Norway","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","49.36232"
"2011","Switzerland","Carbon dioxide","Total - all NACE activities","Thousand tonnes","26,382.192"
"2011","Switzerland","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","5,125.47194"
"2011","Switzerland","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","2,350.20607"
"2011","Switzerland","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","1,113.29956"
"2011","Switzerland","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","67.71555"
"2011","Switzerland","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","161.12887"
"2011","Serbia","Carbon dioxide","Total - all NACE activities","Thousand tonnes","48,114.365"
"2011","Serbia","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","2,339.22115"
"2011","Serbia","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","709.59391"
"2011","Serbia","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","64.9175"
"2011","Serbia","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes",":"
"2011","Serbia","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes",":"
"2011","Turkey","Carbon dioxide","Total - all NACE activities","Thousand tonnes","269,238.717"
"2011","Turkey","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","49,963.25133"
"2011","Turkey","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","29,052.16644"
"2011","Turkey","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes",":"
"2011","Turkey","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes",":"
"2011","Turkey","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes",":"
"2012","European Union (current composition)","Carbon dioxide","Total - all NACE activities","Thousand tonnes","3,110,106.716"
"2012","European Union (current composition)","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","454,588.66833"
"2012","European Union (current composition)","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","223,404.37634"
"2012","European Union (current composition)","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","88,974.78588"
"2012","European Union (current composition)","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","3,683.63559"
"2012","European Union (current composition)","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes",":"
"2012","Belgium","Carbon dioxide","Total - all NACE activities","Thousand tonnes","74,877.36"
"2012","Belgium","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","8,123.45967"
"2012","Belgium","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","6,299.56006"
"2012","Belgium","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","2,302.69351"
"2012","Belgium","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","278.20958"
"2012","Belgium","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","110.25102"
"2012","Bulgaria","Carbon dioxide","Total - all NACE activities","Thousand tonnes","46,001.328"
"2012","Bulgaria","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","2,571.44577"
"2012","Bulgaria","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","2,566.90333"
"2012","Bulgaria","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","523.80251"
"2012","Bulgaria","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","0.04648"
"2012","Bulgaria","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","20.97109"
"2012","Czech Republic","Carbon dioxide","Total - all NACE activities","Thousand tonnes","86,605.307"
"2012","Czech Republic","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","14,289.18505"
"2012","Czech Republic","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","4,574.24353"
"2012","Czech Republic","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","2,765.99384"
"2012","Czech Republic","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","6.36228"
"2012","Czech Republic","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","91.42923"
"2012","Denmark","Carbon dioxide","Total - all NACE activities","Thousand tonnes","70,307.605"
"2012","Denmark","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","6,949.33975"
"2012","Denmark","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","5,246.89459"
"2012","Denmark","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","709.96116"
"2012","Denmark","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","12.17837"
"2012","Denmark","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","111.999"
"2012","Germany (until 1990 former territory of the FRG)","Carbon dioxide","Total - all NACE activities","Thousand tonnes","692,618.471"
"2012","Germany (until 1990 former territory of the FRG)","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","56,321.46868"
"2012","Germany (until 1990 former territory of the FRG)","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","36,977.40737"
"2012","Germany (until 1990 former territory of the FRG)","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","11,140.27037"
"2012","Germany (until 1990 former territory of the FRG)","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","242.5766"
"2012","Germany (until 1990 former territory of the FRG)","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","3,190.09877"
"2012","Estonia","Carbon dioxide","Total - all NACE activities","Thousand tonnes","17,639.561"
"2012","Estonia","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","1,019.74969"
"2012","Estonia","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","816.21429"
"2012","Estonia","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","163.44827"
"2012","Estonia","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","0"
"2012","Estonia","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","1.87602"
"2012","Ireland","Carbon dioxide","Total - all NACE activities","Thousand tonnes","34,083.324"
"2012","Ireland","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","12,043.63376"
"2012","Ireland","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","6,658.4436"
"2012","Ireland","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","640.79672"
"2012","Ireland","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","9.55906"
"2012","Ireland","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","37.91964"
"2012","Greece","Carbon dioxide","Total - all NACE activities","Thousand tonnes","74,804.09"
"2012","Greece","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","10,444.09675"
"2012","Greece","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","4,710.44604"
"2012","Greece","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","5,061.77691"
"2012","Greece","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","147.77119"
"2012","Greece","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","5.04857"
"2012","Spain","Carbon dioxide","Total - all NACE activities","Thousand tonnes","227,795.601"
"2012","Spain","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","37,973.66726"
"2012","Spain","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","14,008.62186"
"2012","Spain","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","12,769.81845"
"2012","Spain","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","49.13022"
"2012","Spain","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","228.67668"
"2012","France","Carbon dioxide","Total - all NACE activities","Thousand tonnes","249,662.475"
"2012","France","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","56,731.19358"
"2012","France","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","39,036.65174"
"2012","France","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","14,634.33143"
"2012","France","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","787.34543"
"2012","France","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","687.14338"
"2012","Croatia","Carbon dioxide","Total - all NACE activities","Thousand tonnes","14,148.278"
"2012","Croatia","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","2,932.6701"
"2012","Croatia","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","2,135.48736"
"2012","Croatia","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","242.43981"
"2012","Croatia","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","0.03117"
"2012","Croatia","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","9.17686"
"2012","Italy","Carbon dioxide","Total - all NACE activities","Thousand tonnes","294,819.757"
"2012","Italy","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","45,093.8476"
"2012","Italy","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","17,726.4403"
"2012","Italy","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","8,834.36511"
"2012","Italy","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","1,499.20564"
"2012","Italy","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","467.13021"
"2012","Cyprus","Carbon dioxide","Total - all NACE activities","Thousand tonnes","5,747.26"
"2012","Cyprus","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","885.45988"
"2012","Cyprus","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","261.95872"
"2012","Cyprus","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","312.70164"
"2012","Cyprus","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","0"
"2012","Cyprus","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","0.15751"
"2012","Latvia","Carbon dioxide","Total - all NACE activities","Thousand tonnes","7,181.044"
"2012","Latvia","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","1,719.66762"
"2012","Latvia","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","1,760.813"
"2012","Latvia","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","146.18419"
"2012","Latvia","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","0"
"2012","Latvia","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","7.77687"
"2012","Lithuania","Carbon dioxide","Total - all NACE activities","Thousand tonnes","14,660.773"
"2012","Lithuania","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","3,330.22577"
"2012","Lithuania","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","3,221.74876"
"2012","Lithuania","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","270.96061"
"2012","Lithuania","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","0"
"2012","Lithuania","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","3.99244"
"2012","Luxembourg","Carbon dioxide","Total - all NACE activities","Thousand tonnes","6,714.865"
"2012","Luxembourg","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","588.44973"
"2012","Luxembourg","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","244.11594"
"2012","Luxembourg","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","20.5985"
"2012","Luxembourg","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","0"
"2012","Luxembourg","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","7.683"
"2012","Hungary","Carbon dioxide","Total - all NACE activities","Thousand tonnes","36,163.099"
"2012","Hungary","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","7,304.38641"
"2012","Hungary","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","3,573.8824"
"2012","Hungary","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","1,021.83915"
"2012","Hungary","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","1.72305"
"2012","Hungary","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","73.67609"
"2012","Malta","Carbon dioxide","Total - all NACE activities","Thousand tonnes","3,683.04"
"2012","Malta","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","164.2772"
"2012","Malta","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","44.7837"
"2012","Malta","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","122.19353"
"2012","Malta","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","0"
"2012","Malta","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","0.4476"
"2012","Netherlands","Carbon dioxide","Total - all NACE activities","Thousand tonnes","162,860.943"
"2012","Netherlands","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","18,637.77289"
"2012","Netherlands","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","7,707.6677"
"2012","Netherlands","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","1,989.76691"
"2012","Netherlands","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","183.81755"
"2012","Netherlands","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes",":"
"2012","Austria","Carbon dioxide","Total - all NACE activities","Thousand tonnes","51,398.315"
"2012","Austria","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","6,652.67105"
"2012","Austria","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","3,177.19869"
"2012","Austria","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","1,381.95223"
"2012","Austria","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","50.71524"
"2012","Austria","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","275.33026"
"2012","Poland","Carbon dioxide","Total - all NACE activities","Thousand tonnes","283,119.975"
"2012","Poland","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","43,590.49687"
"2012","Poland","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","19,713.33315"
"2012","Poland","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","7,349.87389"
"2012","Poland","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","13.86476"
"2012","Poland","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","41.92187"
"2012","Portugal","Carbon dioxide","Total - all NACE activities","Thousand tonnes","42,803.5"
"2012","Portugal","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","11,502.1825"
"2012","Portugal","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","2,993.0226"
"2012","Portugal","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","1,166.4696"
"2012","Portugal","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","10.1813"
"2012","Portugal","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","30.4676"
"2012","Romania","Carbon dioxide","Total - all NACE activities","Thousand tonnes","74,124.076"
"2012","Romania","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","29,053.4373"
"2012","Romania","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","6,918.63727"
"2012","Romania","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","1,197.28683"
"2012","Romania","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","7.4276"
"2012","Romania","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","50.75674"
"2012","Slovenia","Carbon dioxide","Total - all NACE activities","Thousand tonnes","13,304.359"
"2012","Slovenia","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","1,954.34718"
"2012","Slovenia","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","733.14928"
"2012","Slovenia","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","161.89685"
"2012","Slovenia","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","18.10977"
"2012","Slovenia","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","15.93352"
"2012","Slovakia","Carbon dioxide","Total - all NACE activities","Thousand tonnes","33,530.695"
"2012","Slovakia","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","4,124.58895"
"2012","Slovakia","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","2,295.09268"
"2012","Slovakia","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","554.11738"
"2012","Slovakia","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","25.66258"
"2012","Slovakia","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","21.24367"
"2012","Finland","Carbon dioxide","Total - all NACE activities","Thousand tonnes","48,409.473"
"2012","Finland","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","4,960.10444"
"2012","Finland","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","4,507.22361"
"2012","Finland","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","1,220.95012"
"2012","Finland","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","5.62277"
"2012","Finland","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","22.15593"
"2012","Sweden","Carbon dioxide","Total - all NACE activities","Thousand tonnes","44,968.728"
"2012","Sweden","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","4,932.52875"
"2012","Sweden","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","4,452.12439"
"2012","Sweden","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","630.79647"
"2012","Sweden","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","79.11382"
"2012","Sweden","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","51.82146"
"2012","United Kingdom","Carbon dioxide","Total - all NACE activities","Thousand tonnes","398,073.417"
"2012","United Kingdom","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","60,694.31413"
"2012","United Kingdom","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","21,042.31039"
"2012","United Kingdom","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","11,637.49987"
"2012","United Kingdom","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","254.98114"
"2012","United Kingdom","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","588.94264"
"2012","Norway","Carbon dioxide","Total - all NACE activities","Thousand tonnes","50,159.959"
"2012","Norway","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","4,930.70025"
"2012","Norway","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","2,599.89201"
"2012","Norway","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","882.37457"
"2012","Norway","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","200.50509"
