"TIME","GEO","AIRPOL","NACE_R2","UNIT","Value"
"2012","Norway","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","48.7009"
"2012","Switzerland","Carbon dioxide","Total - all NACE activities","Thousand tonnes","26,684.458"
"2012","Switzerland","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","5,085.72945"
"2012","Switzerland","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","2,326.57534"
"2012","Switzerland","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","1,181.23025"
"2012","Switzerland","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","71.27118"
"2012","Switzerland","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","205.02853"
"2012","Serbia","Carbon dioxide","Total - all NACE activities","Thousand tonnes","41,250.99"
"2012","Serbia","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","2,354.91797"
"2012","Serbia","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","731.63754"
"2012","Serbia","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","86.58637"
"2012","Serbia","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes",":"
"2012","Serbia","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes",":"
"2012","Turkey","Carbon dioxide","Total - all NACE activities","Thousand tonnes","265,346.051"
"2012","Turkey","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","53,285.95033"
"2012","Turkey","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","29,927.35616"
"2012","Turkey","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes",":"
"2012","Turkey","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes",":"
"2012","Turkey","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes",":"
"2013","European Union (current composition)","Carbon dioxide","Total - all NACE activities","Thousand tonnes","3,008,741.03"
"2013","European Union (current composition)","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","442,291.406"
"2013","European Union (current composition)","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","223,432.37673"
"2013","European Union (current composition)","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","90,942.71523"
"2013","European Union (current composition)","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","3,936.48874"
"2013","European Union (current composition)","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes",":"
"2013","Belgium","Carbon dioxide","Total - all NACE activities","Thousand tonnes","74,283.193"
"2013","Belgium","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","7,952.90905"
"2013","Belgium","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","6,120.67074"
"2013","Belgium","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","2,269.08469"
"2013","Belgium","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","431.59111"
"2013","Belgium","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","115.57936"
"2013","Bulgaria","Carbon dioxide","Total - all NACE activities","Thousand tonnes","40,575.405"
"2013","Bulgaria","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","2,155.1637"
"2013","Bulgaria","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","2,756.13957"
"2013","Bulgaria","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","616.22078"
"2013","Bulgaria","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","0.03909"
"2013","Bulgaria","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","20.41938"
"2013","Czech Republic","Carbon dioxide","Total - all NACE activities","Thousand tonnes","82,598.444"
"2013","Czech Republic","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","13,726.55791"
"2013","Czech Republic","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","4,580.35383"
"2013","Czech Republic","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","2,989.0172"
"2013","Czech Republic","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","4.54552"
"2013","Czech Republic","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","96.17118"
"2013","Denmark","Carbon dioxide","Total - all NACE activities","Thousand tonnes","68,574.401"
"2013","Denmark","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","6,851.1167"
"2013","Denmark","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","5,220.67149"
"2013","Denmark","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","690.22708"
"2013","Denmark","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","10.83955"
"2013","Denmark","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","130.58605"
"2013","Germany (until 1990 former territory of the FRG)","Carbon dioxide","Total - all NACE activities","Thousand tonnes","703,345.995"
"2013","Germany (until 1990 former territory of the FRG)","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","55,687.13061"
"2013","Germany (until 1990 former territory of the FRG)","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","37,523.54532"
"2013","Germany (until 1990 former territory of the FRG)","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","11,096.12573"
"2013","Germany (until 1990 former territory of the FRG)","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","257.26997"
"2013","Germany (until 1990 former territory of the FRG)","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","3,277.1762"
"2013","Estonia","Carbon dioxide","Total - all NACE activities","Thousand tonnes","19,426.054"
"2013","Estonia","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","1,015.52376"
"2013","Estonia","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","791.2484"
"2013","Estonia","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","174.80594"
"2013","Estonia","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","0"
"2013","Estonia","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","2.02706"
"2013","Ireland","Carbon dioxide","Total - all NACE activities","Thousand tonnes","30,794.469"
"2013","Ireland","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","12,362.16001"
"2013","Ireland","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","7,021.85809"
"2013","Ireland","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","744.2734"
"2013","Ireland","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","8.32436"
"2013","Ireland","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","44.18834"
"2013","Greece","Carbon dioxide","Total - all NACE activities","Thousand tonnes","67,104.38"
"2013","Greece","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","10,228.6185"
"2013","Greece","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","4,421.50898"
"2013","Greece","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","5,650.2186"
"2013","Greece","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","172.57102"
"2013","Greece","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","5.15117"
"2013","Spain","Carbon dioxide","Total - all NACE activities","Thousand tonnes","199,995.88"
"2013","Spain","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","37,006.79689"
"2013","Spain","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","14,559.17786"
"2013","Spain","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","11,993.56568"
"2013","Spain","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","60.73789"
"2013","Spain","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","222.12944"
"2013","France","Carbon dioxide","Total - all NACE activities","Thousand tonnes","248,581.553"
"2013","France","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","55,446.15826"
"2013","France","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","38,738.09543"
"2013","France","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","14,735.15622"
"2013","France","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","667.49542"
"2013","France","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","606.33001"
"2013","Croatia","Carbon dioxide","Total - all NACE activities","Thousand tonnes","13,830.08"
"2013","Croatia","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","2,891.87566"
"2013","Croatia","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","1,620.79769"
"2013","Croatia","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","253.00261"
"2013","Croatia","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","0.05982"
"2013","Croatia","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","6.1008"
"2013","Italy","Carbon dioxide","Total - all NACE activities","Thousand tonnes","268,329.631"
"2013","Italy","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","42,904.26345"
"2013","Italy","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","16,775.53839"
"2013","Italy","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","9,342.99247"
"2013","Italy","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","1,705.41367"
"2013","Italy","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","443.96202"
"2013","Cyprus","Carbon dioxide","Total - all NACE activities","Thousand tonnes","5,134.764"
"2013","Cyprus","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","863.39985"
"2013","Cyprus","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","236.00122"
"2013","Cyprus","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","318.52951"
"2013","Cyprus","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","0"
"2013","Cyprus","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","0.15026"
"2013","Latvia","Carbon dioxide","Total - all NACE activities","Thousand tonnes","6,942.736"
"2013","Latvia","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","1,769.79714"
"2013","Latvia","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","1,796.83107"
"2013","Latvia","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","155.17467"
"2013","Latvia","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","0"
"2013","Latvia","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","8.50316"
"2013","Lithuania","Carbon dioxide","Total - all NACE activities","Thousand tonnes","14,240.182"
"2013","Lithuania","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","3,262.41733"
"2013","Lithuania","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","2,991.23164"
"2013","Lithuania","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","313.15018"
"2013","Lithuania","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","0"
"2013","Lithuania","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","6.3785"
"2013","Luxembourg","Carbon dioxide","Total - all NACE activities","Thousand tonnes","6,708.057"
"2013","Luxembourg","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","592.91788"
"2013","Luxembourg","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","251.2587"
"2013","Luxembourg","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","20.8028"
"2013","Luxembourg","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","0"
"2013","Luxembourg","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","8.051"
"2013","Hungary","Carbon dioxide","Total - all NACE activities","Thousand tonnes","34,315.613"
"2013","Hungary","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","7,093.51294"
"2013","Hungary","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","3,924.25151"
"2013","Hungary","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","1,106.87896"
"2013","Hungary","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","1.69134"
"2013","Hungary","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","93.89554"
"2013","Malta","Carbon dioxide","Total - all NACE activities","Thousand tonnes","3,357.807"
"2013","Malta","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","154.34014"
"2013","Malta","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","43.20445"
"2013","Malta","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","132.25024"
"2013","Malta","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","0"
"2013","Malta","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","2.65358"
